date,team,number,name,position,minutes_played,status
2026/06/14(日) 10:00 キックオフ,大東文化大学,9,熊田　　裕,MF,0,控え
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,1,金 柱相,GK,90,先発
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,2,沈 瑞輝,DF,42,先発
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,3,李　星琉,DF,90,先発
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,4,金 悠宇,DF,90,先発
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,16,高　悠邦,DF,42,先発
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,19,金 亨政,MF,90,先発
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,22,朴　才雄,MF,90,先発
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,29,鄭 誓華,MF,90,先発
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,9,金 翔元,FW,90,先発
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,11,鄭 泰男,FW,83,先発
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,27,金　毅昂,FW,60,先発
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,12,金 利優,GK,0,控え
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,5,愼 昌樹,DF,0,控え
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,6,姜 正晃,MF,48,控え
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,10,朴 ソラ,MF,7,控え
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,13,柳　相在,MF,0,控え
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,21,朴　創嶺,MF,30,控え
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,23,チョ ヘフィ,MF,48,控え
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,7,金 民学,FW,0,控え
2026/06/14(日) 10:00 キックオフ,朝鮮大学校,14,金 世諒,MF,0,控え
2026/06/14(日) 10:00 キックオフ,武蔵大学,31,湯浅　世琉亜,GK,90,先発
2026/06/14(日) 10:00 キックオフ,武蔵大学,3,中嶋　惇仁,DF,61,先発
2026/06/14(日) 10:00 キックオフ,武蔵大学,19,加藤　大聖,DF,90,先発
2026/06/14(日) 10:00 キックオフ,武蔵大学,22,水越　大心,MF,90,先発
2026/06/14(日) 10:00 キックオフ,武蔵大学,28,藤田　和,MF,90,先発
2026/06/14(日) 10:00 キックオフ,武蔵大学,8,中里　春輝,DF,70,先発
2026/06/14(日) 10:00 キックオフ,武蔵大学,11,田辺　伊吹,FW,90,先発
2026/06/14(日) 10:00 キックオフ,武蔵大学,33,宇野　大稀,MF,90,先発
2026/06/14(日) 10:00 キックオフ,武蔵大学,45,寺田　聡,MF,90,先発
2026/06/14(日) 10:00 キックオフ,武蔵大学,47,廣井　悠真,FW,83,先発
2026/06/14(日) 10:00 キックオフ,武蔵大学,12,川口　陽誠,FW,77,先発
2026/06/14(日) 10:00 キックオフ,武蔵大学,21,神田　謙二郎,GK,0,控え
2026/06/14(日) 10:00 キックオフ,武蔵大学,2,久保田　琳,DF,29,控え
2026/06/14(日) 10:00 キックオフ,武蔵大学,13,藤倉　空知,MF,0,控え
2026/06/14(日) 10:00 キックオフ,武蔵大学,15,柳澤　広喜,MF,0,控え
2026/06/14(日) 10:00 キックオフ,武蔵大学,37,関口　陽大,MF,0,控え
2026/06/14(日) 10:00 キックオフ,武蔵大学,40,泉谷　俊,MF,0,控え
2026/06/14(日) 10:00 キックオフ,武蔵大学,49,宮本　理央,MF,13,控え
2026/06/14(日) 10:00 キックオフ,武蔵大学,50,甲斐田　裕大,MF,20,控え
2026/06/14(日) 10:00 キックオフ,武蔵大学,10,森田　蓮人,FW,7,控え
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,1,磯貝 仁斗,GK,90,先発
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,2,横山 聡大,DF,90,先発
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,3,北村 翼,DF,90,先発
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,6,大塚 逢祥,MF,90,先発
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,10,城田 優,MF,90,先発
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,14,葛西 由晏,MF,90,先発
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,25,間 琥太朗,DF,90,先発
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,27,井之上　悠,FW,79,先発
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,37,清水 佑,DF,16,先発
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,46,鈴木 堅斗,MF,61,先発
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,93,小川 寧大,DF,90,先発
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,91,嶋﨑 寛大,GK,0,控え
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,33,渋谷 竜聖,DF,74,控え
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,24,川口 友作,MF,0,控え
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,31,伊東　拓海,MF,0,控え
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,65,千葉　海斗,MF,0,控え
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,11,矢田 涼太郎,FW,0,控え
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,18,中村 陶冶,FW,0,控え
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,28,谷口 莉都,FW,11,控え
2026/06/14(日) 12:45 キックオフ,日本大学文理学部,9,遠田 凌,FW,29,控え
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,1,神山　洋輝,GK,90,先発
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,3,髙木　直,MF,90,先発
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,5,大西　遼久,DF,90,先発
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,7,立入　光記,MF,90,先発
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,8,小宮　昂大,MF,90,先発
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,10,原子　泰地,FW,90,先発
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,13,竹中　暖喜,DF,90,先発
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,15,櫻井　恵太,MF,90,先発
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,26,加藤　士門,FW,35,先発
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,28,田邉　快斗,DF,90,先発
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,36,井上　愛翔,MF,90,先発
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,6,渡邊　元気,MF,0,控え
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,9,篠崎　開惺,FW,0,控え
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,11,島田　健央,FW,0,控え
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,23,川岸　幹太,DF,0,控え
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,27,菊地　海凪,MF,0,控え
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,32,馬塲　快,GK,0,控え
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,33,中村　朗莞,FW,55,控え
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,34,長谷川　舜,MF,0,控え
2026/06/14(日) 12:45 キックオフ,横浜国立大学（神奈川県）,37,佐々木　統羽,MF,0,控え
2026/06/14(日) 14:50 キックオフ,桜美林大学,90,三治　陽空,GK,90,先発
2026/06/14(日) 14:50 キックオフ,桜美林大学,5,高井　翔麻,DF,90,先発
2026/06/14(日) 14:50 キックオフ,桜美林大学,15,大崎　陽斗,DF,67,先発
2026/06/14(日) 14:50 キックオフ,桜美林大学,44,堀江　響希,DF,90,先発
2026/06/14(日) 14:50 キックオフ,桜美林大学,88,山本　陵聖,DF,90,先発
2026/06/14(日) 14:50 キックオフ,桜美林大学,22,高橋　陽翔,DF,90,先発
2026/06/14(日) 14:50 キックオフ,桜美林大学,6,吉川　遥人,MF,90,先発
2026/06/14(日) 14:50 キックオフ,桜美林大学,21,菊地　琉世,MF,90,先発
2026/06/14(日) 14:50 キックオフ,桜美林大学,7,佐藤　天真,MF,67,先発
2026/06/14(日) 14:50 キックオフ,桜美林大学,96,木村　恵真,MF,76,先発
2026/06/14(日) 14:50 キックオフ,桜美林大学,25,大成　春斗,FW,70,先発
2026/06/14(日) 14:50 キックオフ,桜美林大学,41,尾﨑　克蔵,GK,0,控え
2026/06/14(日) 14:50 キックオフ,桜美林大学,20,倉橋　正吾,FW,20,控え
2026/06/14(日) 14:50 キックオフ,桜美林大学,18,佐藤　璃央,MF,0,控え
2026/06/14(日) 14:50 キックオフ,桜美林大学,9,斎藤　翔太,MF,23,控え
2026/06/14(日) 14:50 キックオフ,桜美林大学,14,田名部　勇,MF,14,控え
2026/06/14(日) 14:50 キックオフ,桜美林大学,68,三浦　瑠恩,MF,23,控え
2026/06/14(日) 14:50 キックオフ,桜美林大学,36,菊地　勝斗,MF,0,控え
2026/06/14(日) 14:50 キックオフ,桜美林大学,49,梅本　高虎,DF,0,控え
2026/06/14(日) 14:50 キックオフ,桜美林大学,31,牧野　歩,DF,0,控え
2026/06/14(日) 14:50 キックオフ,上智大学,1,藤田　大輝,GK,90,先発
2026/06/14(日) 14:50 キックオフ,上智大学,19,湯浦　崇斗,DF,90,先発
2026/06/14(日) 14:50 キックオフ,上智大学,97,須田　悠斗,DF,90,先発
2026/06/14(日) 14:50 キックオフ,上智大学,3,松本　和輝,DF,90,先発
2026/06/14(日) 14:50 キックオフ,上智大学,33,村田　幸基,DF,90,先発
2026/06/14(日) 14:50 キックオフ,上智大学,81,福尾　涼太,MF,85,先発
2026/06/14(日) 14:50 キックオフ,上智大学,6,荒川　哲平,MF,90,先発
2026/06/14(日) 14:50 キックオフ,上智大学,44,山崎　颯介,MF,90,先発
2026/06/14(日) 14:50 キックオフ,上智大学,8,福島　広大,MF,66,先発
2026/06/14(日) 14:50 キックオフ,上智大学,10,塙　　仁成,MF,90,先発
2026/06/14(日) 14:50 キックオフ,上智大学,9,田中　佑樹,FW,79,先発
2026/06/14(日) 14:50 キックオフ,上智大学,20,川島　晴空,DF,0,控え
2026/06/14(日) 14:50 キックオフ,上智大学,4,須藤　智洋,DF,0,控え
2026/06/14(日) 14:50 キックオフ,上智大学,26,宇野　伶,DF,0,控え
2026/06/14(日) 14:50 キックオフ,上智大学,11,笠原　真尋,MF,0,控え
2026/06/14(日) 14:50 キックオフ,上智大学,17,白坂　航大,MF,0,控え
2026/06/14(日) 14:50 キックオフ,上智大学,32,堀江　風雅,MF,5,控え
2026/06/14(日) 14:50 キックオフ,上智大学,48,岩永　悠杜,FW,11,控え
2026/06/14(日) 14:50 キックオフ,上智大学,35,大西　十和,FW,24,控え
2026/06/14(日) 14:50 キックオフ,上智大学,80,大島　千虎,FW,0,控え
2026/06/14(日) 16:00 キックオフ,玉川大学,16,今村　光汰,GK,90,先発
2026/06/14(日) 16:00 キックオフ,玉川大学,3,信賀　有希,DF,90,先発
2026/06/14(日) 16:00 キックオフ,玉川大学,15,丸尾　航琉,DF,90,先発
2026/06/14(日) 16:00 キックオフ,玉川大学,37,清水　彩生,DF,90,先発
2026/06/14(日) 16:00 キックオフ,玉川大学,36,上野　湊,DF,45,先発
2026/06/14(日) 16:00 キックオフ,玉川大学,5,松井　琢磨,DF,45,先発
2026/06/14(日) 16:00 キックオフ,玉川大学,26,杉山　和勢,MF,90,先発
2026/06/14(日) 16:00 キックオフ,玉川大学,14,林　雄琉,MF,59,先発
2026/06/14(日) 16:00 キックオフ,玉川大学,23,國本　純成,MF,90,先発
2026/06/14(日) 16:00 キックオフ,玉川大学,18,佐久間　駿喜,FW,59,先発
2026/06/14(日) 16:00 キックオフ,玉川大学,24,前田　陽平,MF,67,先発
2026/06/14(日) 16:00 キックオフ,玉川大学,1,大熊　大輔,GK,0,控え
2026/06/14(日) 16:00 キックオフ,玉川大学,9,島　任平,DF,45,控え
2026/06/14(日) 16:00 キックオフ,玉川大学,34,坂本　佳晴,MF,23,控え
2026/06/14(日) 16:00 キックオフ,玉川大学,19,国谷　康太,FW,31,控え
2026/06/14(日) 16:00 キックオフ,玉川大学,28,北村　瑞,DF,45,控え
2026/06/14(日) 16:00 キックオフ,玉川大学,22,歳森　杏介,MF,31,控え
2026/06/14(日) 16:00 キックオフ,学習院大学,1,若尾　林太朗,GK,90,先発
2026/06/14(日) 16:00 キックオフ,学習院大学,3,中川　賢人,DF,90,先発
2026/06/14(日) 16:00 キックオフ,学習院大学,5,小林　恭輔,DF,90,先発
2026/06/14(日) 16:00 キックオフ,学習院大学,26,西山   康惺,DF,90,先発
2026/06/14(日) 16:00 キックオフ,学習院大学,7,児島　巧海,MF,90,先発
2026/06/14(日) 16:00 キックオフ,学習院大学,10,小林　千紘,MF,90,先発
2026/06/14(日) 16:00 キックオフ,学習院大学,11,渡辺　創士,MF,90,先発
2026/06/14(日) 16:00 キックオフ,学習院大学,16,藤井　冬威,MF,90,先発
2026/06/14(日) 16:00 キックオフ,学習院大学,27,山田   惟斗,MF,74,先発
2026/06/14(日) 16:00 キックオフ,学習院大学,28,加藤   大毅,MF,90,先発
2026/06/14(日) 16:00 キックオフ,学習院大学,20,北林　星七,FW,90,先発
2026/06/14(日) 16:00 キックオフ,学習院大学,12,加藤   俐功,GK,0,控え
2026/06/14(日) 16:00 キックオフ,学習院大学,19,河村　熙玲,DF,0,控え
2026/06/14(日) 16:00 キックオフ,学習院大学,24,柳澤　和希,DF,0,控え
2026/06/14(日) 16:00 キックオフ,学習院大学,25,西村　藍斗,DF,0,控え
2026/06/14(日) 16:00 キックオフ,学習院大学,14,佐藤　友樹,MF,0,控え
2026/06/14(日) 16:00 キックオフ,学習院大学,22,柴田　佳輝,MF,0,控え
2026/06/14(日) 16:00 キックオフ,学習院大学,29,端谷   蓮,MF,0,控え
2026/06/14(日) 16:00 キックオフ,学習院大学,17,原　壮太,FW,16,控え
2026/06/14(日) 16:00 キックオフ,学習院大学,32,岡本   惇之介,FW,0,控え
2026/07/04(土) 17:00 キックオフ,東京経済大学,12,中村　裕大,GK,90,先発
2026/07/04(土) 17:00 キックオフ,東京経済大学,3,古澤　友麻,MF,90,先発
2026/07/04(土) 17:00 キックオフ,東京経済大学,5,内田　雄真,DF,90,先発
2026/07/04(土) 17:00 キックオフ,東京経済大学,6,松井　一晟,DF,90,先発
2026/07/04(土) 17:00 キックオフ,東京経済大学,27,川畑　宇輝,DF,45,先発
2026/07/04(土) 17:00 キックオフ,東京経済大学,7,大塚　恭生,MF,90,先発
2026/07/04(土) 17:00 キックオフ,東京経済大学,10,伊崎　耕紀,MF,90,先発
2026/07/04(土) 17:00 キックオフ,東京経済大学,16,村松　晴登,MF,87,先発
2026/07/04(土) 17:00 キックオフ,東京経済大学,17,吉儀　大,MF,90,先発
2026/07/04(土) 17:00 キックオフ,東京経済大学,31,市川　聖龍,MF,90,先発
2026/07/04(土) 17:00 キックオフ,東京経済大学,33,細田　康貴,MF,71,先発
2026/07/04(土) 17:00 キックオフ,東京経済大学,22,村野　　大輝,GK,0,控え
2026/07/04(土) 17:00 キックオフ,東京経済大学,4,北林　嶺,DF,3,控え
2026/07/04(土) 17:00 キックオフ,東京経済大学,24,川村　大樹,DF,45,控え
2026/07/04(土) 17:00 キックオフ,東京経済大学,13,宮﨑　悠斗,MF,0,控え
2026/07/04(土) 17:00 キックオフ,東京経済大学,19,山田　士雄,MF,0,控え
2026/07/04(土) 17:00 キックオフ,東京経済大学,21,古垣　大樹,MF,0,控え
2026/07/04(土) 17:00 キックオフ,東京経済大学,34,田中　大智,MF,0,控え
2026/07/04(土) 17:00 キックオフ,東京経済大学,15,久保寺　壱晟,FW,19,控え
2026/07/04(土) 17:00 キックオフ,帝京大学,1,佐藤 翔,GK,90,先発
2026/07/04(土) 17:00 キックオフ,帝京大学,2,松本 大地,DF,90,先発
2026/07/04(土) 17:00 キックオフ,帝京大学,3,船木 匡太朗,DF,90,先発
2026/07/04(土) 17:00 キックオフ,帝京大学,32,矢野　琉瑚,DF,90,先発
2026/07/04(土) 17:00 キックオフ,帝京大学,40,田中　菱,DF,90,先発
2026/07/04(土) 17:00 キックオフ,帝京大学,8,桒原 一斗,MF,62,先発
2026/07/04(土) 17:00 キックオフ,帝京大学,9,緒方 快青,MF,71,先発
2026/07/04(土) 17:00 キックオフ,帝京大学,11,渡辺 結心,MF,41,先発
2026/07/04(土) 17:00 キックオフ,帝京大学,13,沢 柊斗,MF,62,先発
2026/07/04(土) 17:00 キックオフ,帝京大学,26,桾澤 琢太,MF,90,先発
2026/07/04(土) 17:00 キックオフ,帝京大学,14,藤田 晴,FW,85,先発
2026/07/04(土) 17:00 キックオフ,帝京大学,12,牧野 長太朗,GK,0,控え
2026/07/04(土) 17:00 キックオフ,帝京大学,4,福平 太一,DF,0,控え
2026/07/04(土) 17:00 キックオフ,帝京大学,6,近江 智哉,MF,28,控え
2026/07/04(土) 17:00 キックオフ,帝京大学,16,池内 優介,DF,28,控え
2026/07/04(土) 17:00 キックオフ,帝京大学,17,當間 晴琉,DF,49,控え
2026/07/04(土) 17:00 キックオフ,帝京大学,18,野田 侑聖,MF,0,控え
2026/07/04(土) 17:00 キックオフ,帝京大学,25,山下 翔世,DF,0,控え
2026/07/04(土) 17:00 キックオフ,帝京大学,35,古村　大和,DF,19,控え
2026/07/04(土) 17:00 キックオフ,帝京大学,44,加藤　慧,FW,5,控え
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,1,神山　洋輝,GK,90,先発
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,5,大西　遼久,DF,90,先発
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,7,立入　光記,MF,90,先発
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,8,小宮　昂大,MF,90,先発
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,10,原子　泰地,FW,90,先発
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,11,島田　健央,FW,68,先発
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,13,竹中　暖喜,DF,87,先発
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,15,櫻井　恵太,MF,62,先発
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,28,田邉　快斗,DF,90,先発
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,36,井上　愛翔,MF,90,先発
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,37,佐々木　統羽,MF,90,先発
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,9,篠崎　開惺,FW,22,控え
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,17,小川　和真,FW,0,控え
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,19,森下　優之心,DF,9,控え
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,23,川岸　幹太,DF,0,控え
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,32,馬塲　快,GK,0,控え
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,34,長谷川　舜,MF,3,控え
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,38,石榑　悠人,FW,0,控え
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,27,菊地　海凪,MF,0,控え
2026/06/20(土) 12:45 キックオフ,横浜国立大学（神奈川県）,33,中村　朗莞,FW,28,控え
2026/06/20(土) 12:45 キックオフ,玉川大学,3,信賀　有希,DF,90,先発
2026/06/20(土) 12:45 キックオフ,玉川大学,14,林　雄琉,MF,65,先発
2026/06/20(土) 12:45 キックオフ,玉川大学,15,丸尾　航琉,DF,38,先発
2026/06/20(土) 12:45 キックオフ,玉川大学,16,今村　光汰,GK,90,先発
2026/06/20(土) 12:45 キックオフ,玉川大学,22,歳森　杏介,MF,89,先発
2026/06/20(土) 12:45 キックオフ,玉川大学,23,國本　純成,MF,90,先発
2026/06/20(土) 12:45 キックオフ,玉川大学,26,杉山　和勢,MF,90,先発
2026/06/20(土) 12:45 キックオフ,玉川大学,27,楠山　奈音,DF,91,先発
2026/06/20(土) 12:45 キックオフ,玉川大学,34,坂本　佳晴,MF,72,先発
2026/06/20(土) 12:45 キックオフ,玉川大学,36,上野　湊,DF,90,先発
2026/06/20(土) 12:45 キックオフ,玉川大学,37,清水　彩生,DF,90,先発
2026/06/20(土) 12:45 キックオフ,玉川大学,1,大熊　大輔,GK,0,控え
2026/06/20(土) 12:45 キックオフ,玉川大学,5,松井　琢磨,DF,0,控え
2026/06/20(土) 12:45 キックオフ,玉川大学,9,島　任平,DF,52,控え
2026/06/20(土) 12:45 キックオフ,玉川大学,11,中村　隼人,MF,0,控え
2026/06/20(土) 12:45 キックオフ,玉川大学,18,佐久間　駿喜,FW,18,控え
2026/06/20(土) 12:45 キックオフ,玉川大学,28,北村　瑞,DF,0,控え
2026/06/20(土) 12:45 キックオフ,玉川大学,49,鈴木ペドロ　知一郎,FW,1,控え
2026/06/20(土) 12:45 キックオフ,玉川大学,52,藤原　志宇,MF,25,控え
2026/06/20(土) 17:00 キックオフ,上智大学,1,藤田　大輝,GK,90,先発
2026/06/20(土) 17:00 キックオフ,上智大学,97,須田　悠斗,DF,87,先発
2026/06/20(土) 17:00 キックオフ,上智大学,3,松本　和輝,DF,90,先発
2026/06/20(土) 17:00 キックオフ,上智大学,33,村田　幸基,DF,90,先発
2026/06/20(土) 17:00 キックオフ,上智大学,44,山崎　颯介,MF,90,先発
2026/06/20(土) 17:00 キックオフ,上智大学,19,湯浦　崇斗,DF,78,先発
2026/06/20(土) 17:00 キックオフ,上智大学,6,荒川　哲平,MF,90,先発
2026/06/20(土) 17:00 キックオフ,上智大学,81,福尾　涼太,MF,58,先発
2026/06/20(土) 17:00 キックオフ,上智大学,8,福島　広大,MF,72,先発
2026/06/20(土) 17:00 キックオフ,上智大学,10,塙　　仁成,MF,90,先発
2026/06/20(土) 17:00 キックオフ,上智大学,9,田中　佑樹,FW,83,先発
2026/06/20(土) 17:00 キックオフ,上智大学,20,川島　晴空,DF,0,控え
2026/06/20(土) 17:00 キックオフ,上智大学,4,須藤　智洋,DF,3,控え
2026/06/20(土) 17:00 キックオフ,上智大学,26,宇野　伶,DF,0,控え
2026/06/20(土) 17:00 キックオフ,上智大学,11,笠原　真尋,MF,18,控え
2026/06/20(土) 17:00 キックオフ,上智大学,17,白坂　航大,MF,12,控え
2026/06/20(土) 17:00 キックオフ,上智大学,32,堀江　風雅,MF,0,控え
2026/06/20(土) 17:00 キックオフ,上智大学,48,岩永　悠杜,FW,0,控え
2026/06/20(土) 17:00 キックオフ,上智大学,35,大西　十和,FW,7,控え
2026/06/20(土) 17:00 キックオフ,上智大学,80,大島　千虎,FW,32,控え
2026/06/20(土) 17:00 キックオフ,帝京大学,1,佐藤 翔,GK,90,先発
2026/06/20(土) 17:00 キックオフ,帝京大学,3,船木 匡太朗,DF,90,先発
2026/06/20(土) 17:00 キックオフ,帝京大学,8,桒原 一斗,MF,70,先発
2026/06/20(土) 17:00 キックオフ,帝京大学,9,緒方 快青,MF,69,先発
2026/06/20(土) 17:00 キックオフ,帝京大学,13,沢 柊斗,MF,90,先発
2026/06/20(土) 17:00 キックオフ,帝京大学,17,當間 晴琉,DF,90,先発
2026/06/20(土) 17:00 キックオフ,帝京大学,18,野田 侑聖,MF,60,先発
2026/06/20(土) 17:00 キックオフ,帝京大学,26,桾澤 琢太,MF,80,先発
2026/06/20(土) 17:00 キックオフ,帝京大学,32,矢野　琉瑚,DF,90,先発
2026/06/20(土) 17:00 キックオフ,帝京大学,35,古村　大和,DF,45,先発
2026/06/20(土) 17:00 キックオフ,帝京大学,40,田中　菱,DF,90,先発
2026/06/20(土) 17:00 キックオフ,帝京大学,12,牧野 長太朗,GK,0,控え
2026/06/20(土) 17:00 キックオフ,帝京大学,4,福平 太一,DF,0,控え
2026/06/20(土) 17:00 キックオフ,帝京大学,6,近江 智哉,MF,20,控え
2026/06/20(土) 17:00 キックオフ,帝京大学,14,藤田 晴,FW,45,控え
2026/06/20(土) 17:00 キックオフ,帝京大学,16,池内 優介,DF,30,控え
2026/06/20(土) 17:00 キックオフ,帝京大学,25,山下 翔世,DF,0,控え
2026/06/20(土) 17:00 キックオフ,帝京大学,36,茂木　勇樹,MF,10,控え
2026/06/20(土) 17:00 キックオフ,帝京大学,43,佐々木　貴彬,FW,0,控え
2026/06/20(土) 17:00 キックオフ,帝京大学,44,加藤　慧,FW,21,控え
2026/06/20(土) 18:00 キックオフ,学習院大学,1,若尾　林太朗,GK,90,先発
2026/06/20(土) 18:00 キックオフ,学習院大学,3,中川　賢人,DF,90,先発
2026/06/20(土) 18:00 キックオフ,学習院大学,5,小林　恭輔,DF,90,先発
2026/06/20(土) 18:00 キックオフ,学習院大学,7,児島　巧海,MF,75,先発
2026/06/20(土) 18:00 キックオフ,学習院大学,10,小林　千紘,MF,90,先発
2026/06/20(土) 18:00 キックオフ,学習院大学,11,渡辺　創士,MF,90,先発
2026/06/20(土) 18:00 キックオフ,学習院大学,13,梶　圭朝,DF,90,先発
2026/06/20(土) 18:00 キックオフ,学習院大学,16,藤井　冬威,MF,90,先発
2026/06/20(土) 18:00 キックオフ,学習院大学,20,北林　星七,FW,69,先発
2026/06/20(土) 18:00 キックオフ,学習院大学,27,山田   惟斗,MF,86,先発
2026/06/20(土) 18:00 キックオフ,学習院大学,28,加藤   大毅,MF,90,先発
2026/06/20(土) 18:00 キックオフ,学習院大学,12,加藤   俐功,GK,0,控え
2026/06/20(土) 18:00 キックオフ,学習院大学,17,原　壮太,FW,15,控え
2026/06/20(土) 18:00 キックオフ,学習院大学,19,河村　熙玲,DF,0,控え
2026/06/20(土) 18:00 キックオフ,学習院大学,22,柴田　佳輝,MF,4,控え
2026/06/20(土) 18:00 キックオフ,学習院大学,24,柳澤　和希,DF,0,控え
2026/06/20(土) 18:00 キックオフ,学習院大学,26,西山   康惺,DF,0,控え
2026/06/20(土) 18:00 キックオフ,学習院大学,29,端谷   蓮,MF,0,控え
2026/06/20(土) 18:00 キックオフ,学習院大学,32,岡本   惇之介,FW,21,控え
2026/06/20(土) 18:00 キックオフ,桜美林大学,5,高井　翔麻,DF,90,先発
2026/06/20(土) 18:00 キックオフ,桜美林大学,6,吉川　遥人,MF,90,先発
2026/06/20(土) 18:00 キックオフ,桜美林大学,7,佐藤　天真,MF,77,先発
2026/06/20(土) 18:00 キックオフ,桜美林大学,10,石澤　海陽,FW,90,先発
2026/06/20(土) 18:00 キックオフ,桜美林大学,21,菊地　琉世,MF,90,先発
2026/06/20(土) 18:00 キックオフ,桜美林大学,22,高橋　陽翔,DF,90,先発
2026/06/20(土) 18:00 キックオフ,桜美林大学,25,大成　春斗,FW,86,先発
2026/06/20(土) 18:00 キックオフ,桜美林大学,31,牧野　歩,DF,90,先発
2026/06/20(土) 18:00 キックオフ,桜美林大学,44,堀江　響希,DF,90,先発
2026/06/20(土) 18:00 キックオフ,桜美林大学,90,三治　陽空,GK,90,先発
2026/06/20(土) 18:00 キックオフ,桜美林大学,96,木村　恵真,MF,82,先発
2026/06/20(土) 18:00 キックオフ,桜美林大学,9,斎藤　翔太,MF,8,控え
2026/06/20(土) 18:00 キックオフ,桜美林大学,14,田名部　勇,MF,0,控え
